220.0,0.018
16.0,0.001
2000.0,0.31
42.0,0.006
1100.0,0.02
1700.0,0.013
32.0,0.0017
12.0,0.018
2000.0,0.1
51.0,0.037
80.0,0.03
28.0,0.028
16.0,0.011
28.0,0.03
33.0,0.032
300.0,0.17
0.017,4.7e-05
100.0,0.003
170.0,0.027
260.0,0.027
7100.0,0.66
10000.0,0.66
1200.0,0.75
22.0,0.013
900.0,5.0
6.0,0.0005
100.0,0.0006
76.0,0.003
0.69,0.0024
20.0,0.001
670.0,0.27
9.9,0.0008
10.0,0.002
31.0,0.037
130.0,0.063
53.0,0.035
370.0,0.051
320.0,0.001
9.1,0.0014
220.0,0.0006
4.6,0.003
55.0,0.0002
320.0,0.45
30.0,0.006
79.0,0.75
170.0,0.2
240.0,0.0001
1000.0,0.014
22.0,0.014
17.0,0.014
50.0,0.1
25.0,0.033
160.0,0.0089
4.8,0.0079
99.0,0.0095
1200.0,0.078
690.0,0.0065
95.0,0.43
130.0,0.01
43.0,0.00058
63.0,0.2
1000.0,1.6
69.0,0.075
5000.0,0.2
1700.0,0.74
320.0,0.014
150.0,0.048
1000.0,0.12
100.0,0.0014
610.0,0.07
24.0,0.01
9.1,0.014
27.0,0.03
1000.0,0.0013
250.0,0.03
280.0,2.0
100.0,2.0
3.5,0.004
100.0,0.0033
160.0,0.037
160.0,0.037
590.0,0.2
6.0,0.00047
19.0,0.006
4000.0,1.8
8900.0,0.13
70.0,0.0005
500.0,0.05
628.0,0.16
5000.0,0.1
8.7,8.2e-06
800.0,0.51
1.7,0.06
1000.0,0.13
1150.0,1.7
5000.0,0.16
100.0,0.013
0.91,0.003
1000.0,0.047
0.28,0.021
150.0,0.37
5300.0,4.2
0.29,0.037
1300.0,0.065
35.0,0.34
80.0,0.018
100.0,0.006
2.3,0.002
40.9,0.078
310.0,4.2
660.0,0.08
0.13,0.008
1000.0,0.072
18.0,1.9
15.0,0.03
350.0,0.058
82.0,0.021
28.0,0.068
200.0,0.25
1100.0,1.5
1.4,0.019
